270,181,1
63,296,3
331,205,3
261,227,1
203,142,1
243,104,1
263,130,3
137,115,1
128,234,2
33,275,3
160,199,1
253,196,1
336,245,3
301,274,1
192,304,1
228,169,1
195,226,2
307,60,3
288,100,3
246,297,1
349,201,3
321,202,3
85,294,3
216,345,1
268,253,1
165,236,2
356,247,3
296,60,3
196,313,1
155,356,1
139,315,1
235,144,1
146,111,1
76,191,2
92,264,3
224,315,1
172,103,1
67,178,2
342,185,3
243,155,1
156,377,1
180,304,1
228,96,1
260,236,2
331,248,3
84,125,2
73,241,3
250,361,1
292,81,3
88,151,1
92,94,2
266,86,3
154,301,1
137,326,1
248,288,1
164,125,1
115,63,2
252,345,1
199,118,1
142,19,2
337,151,3
199,31,2
290,156,3
102,250,3
154,198,1
103,167,1
254,333,1
154,301,1
176,259,2
261,122,3
211,209,2
147,21,2
285,199,1
190,258,2
221,320,1
118,105,1
120,129,1
286,361,1
186,54,2
224,267,2
317,118,3
117,218,2
33,216,3
89,340,3
237,300,1
184,386,1
83,196,2
204,20,2
86,298,3
46,292,3
63,172,2
152,100,1
119,202,2
92,92,2
104,308,3
109,99,1
86,131,1
127,54,2
264,43,3
131,73,2
283,121,3
260,32,3
225,302,1
167,21,2
287,101,3
228,175,1
310,174,3
288,126,3
148,229,2
206,252,2
206,103,1
134,59,2
271,96,3
320,155,3
230,179,1
107,258,3
68,183,2
166,262,2
252,102,3
119,143,1
255,122,3
194,274,2
145,67,2
198,17,2
302,135,3
222,221,2
356,242,3
226,238,2
218,32,2
224,107,1
171,386,1
245,332,1
184,142,1
57,318,3
279,234,1
238,289,1
147,335,1
24,263,3
81,142,2
324,183,3
124,103,1
198,96,1
54,127,2
218,232,2
12,196,3
170,154,1
342,207,3
60,182,3
282,55,3
126,24,2
55,302,3
266,81,3
278,369,1
296,48,3
250,125,1
157,169,1
129,158,1
127,228,2
218,136,1
70,211,3
205,113,1
238,150,1
235,364,1
186,14,2
266,99,3
243,224,2
241,294,1
143,341,1
83,322,3
294,305,1
187,351,1
140,336,1
104,29,2
181,164,1
189,141,1
31,196,3
160,161,1
232,296,1
325,89,3
283,206,1
83,189,2
7,219,3
255,225,2
130,98,1
151,133,1
240,119,1
83,93,2
265,200,1
94,35,2
294,112,3
74,228,3
333,222,3
175,211,2
262,184,1
250,171,1
160,116,1
263,106,3
77,250,3
265,20,3
82,344,3
79,282,3
59,270,3
275,80,3
143,129,1
176,67,2
178,99,1
9,172,3
228,350,1
189,115,1
212,154,1
281,279,1
185,302,1
348,215,3
237,268,2
53,155,2
297,303,1
270,316,1
83,269,3
336,177,3
267,86,3
78,109,2
96,96,2
94,199,2
142,96,1
202,242,2
188,345,1
221,405,1
270,361,1
128,312,1
172,274,2
324,167,3
247,339,1
99,35,2
342,223,3
38,219,3
190,261,2
279,344,1
166,25,2
285,55,3
298,49,3
41,254,3
251,408,1
227,140,1
123,223,2
95,177,2
264,79,3
57,286,3
113,220,2
207,41,2
153,374,1
271,314,1
130,34,2
315,169,3
324,151,3
22,212,3
80,168,2
16,247,3
175,116,1
58,123,2
279,354,1
134,102,1
83,88,2
343,155,3
291,165,3
158,49,2
55,192,3
213,385,1
286,265,1
93,69,2
294,283,1
195,328,1
55,182,3
21,234,3
67,156,2
213,177,1
202,67,2
148,55,2
337,264,3
214,359,1
327,146,3
178,256,2
191,26,2
88,151,1
267,37,3
101,157,1
82,60,2
84,305,3
75,238,3
227,205,2
243,131,1
74,126,2
181,261,2
336,220,3
227,330,1
104,221,2
146,75,2
135,105,1
262,179,1
303,144,3
135,358,1
72,58,2
120,56,2
252,181,1
38,182,3
215,172,1
210,89,1
280,216,1
347,214,3
293,210,3
280,121,3
131,227,2
97,245,3
246,309,1
167,278,2
296,224,3
201,23,2
128,141,1
207,92,1
164,26,2
120,166,1
53,200,3
139,304,1
24,238,3
201,364,1
225,189,1
188,327,1
242,204,2
196,112,1
56,184,3
152,101,1
218,344,1
246,79,3
156,19,2
45,240,3
224,130,1
243,400,1
301,215,3
293,165,3
99,251,3
259,324,1
158,51,2
226,252,2
285,347,1
106,84,2
255,97,3
290,348,1
91,233,3
67,121,2
229,405,1
92,175,2
117,327,3
83,44,2
274,165,3
135,340,1
160,203,1
141,351,1
212,136,1
88,65,2
301,46,3
194,190,1
58,272,3
278,130,3
274,253,1
146,158,1
263,166,1
139,272,2
338,211,3
221,243,2
223,383,1
138,269,2
189,222,2
271,28,3
86,171,2
210,327,1
265,340,1
116,62,2
20,258,3
112,288,3
149,22,2
173,270,2
58,211,3
129,255,2
45,171,3
105,115,1
282,208,1
206,351,1
251,356,1
221,145,1
16,232,3
318,233,3
186,215,2
200,309,1
196,250,2
109,205,2
207,324,1
258,187,1
264,356,1
155,280,2
176,268,2
357,248,3
353,246,3
65,263,3
278,228,1
232,403,1
231,230,2
353,213,3
109,127,1
169,160,1
162,349,1
60,87,2
285,275,1
143,180,1
119,103,1
150,220,2
196,306,1
35,289,3
55,318,3
250,192,1
289,193,3
192,380,1
240,357,1
68,127,2
312,114,3
105,169,1
204,307,1
311,165,3
182,108,1
129,195,1
200,18,2
128,42,2
277,247,1
146,72,2
283,300,1
260,145,1
68,141,2
272,308,1
128,344,1
81,300,3
33,170,3
77,80,2
271,351,1
218,332,1
207,155,1
197,111,1
337,187,3
76,307,3
198,227,2
319,79,3
178,224,2
268,152,3
338,235,3
322,174,3
208,318,1
274,340,1
150,113,1
45,272,3
181,148,1
338,191,3
135,83,2
262,369,1
251,291,1
64,306,3
296,216,3
189,261,2
207,61,2
289,62,3
152,25,2
107,279,3
280,317,1
232,364,1
155,302,1
240,293,1
161,262,2
223,345,1
248,152,1
277,221,1
237,302,1
88,205,2
96,338,3
331,254,3
298,286,1
288,358,1
118,126,1
113,282,3
247,405,1
95,154,1
266,247,1
80,71,2
156,306,1
152,358,1
175,219,2
106,90,2
300,279,1
14,194,3
119,73,2
284,95,3
161,219,2
62,188,3
191,13,2
313,247,3
342,197,3
256,402,1
255,333,1
113,233,2
69,222,3
48,221,3
102,137,1
311,171,3
83,64,2
100,48,2
148,208,1
195,91,1
49,262,3
139,38,2
179,64,2
120,246,2
143,309,1
150,76,2
229,204,2
94,333,3
246,327,1
165,151,1
260,356,1
8,178,3
248,156,1
259,49,3
228,121,1
36,253,3
284,350,1
81,49,2
83,256,3
213,386,1
61,194,3
182,156,1
192,163,1
301,105,3
65,244,3
187,38,2
61,151,2
353,250,3
210,86,1
292,144,3
282,302,1
147,269,2
130,187,1
174,216,2
167,249,2
177,134,1
212,226,2
244,264,2
289,77,3
144,206,1
231,334,1
207,404,1
139,50,2
118,18,2
332,226,3
254,79,3
271,302,1
85,98,2
313,73,3
276,274,1
168,334,1
330,259,3
208,330,1
285,279,1
171,256,2
303,245,3
263,351,1
273,240,1
125,42,2
165,275,2
187,353,1
247,55,3
262,325,1
226,251,2
26,265,3
199,68,2
284,111,3
137,338,1
164,334,1
66,179,2
160,70,2
112,131,1
274,80,3
75,171,2
64,238,3
184,334,1
94,140,1
269,41,3
267,36,3
342,162,3
278,197,1
91,73,2
232,288,1
254,394,1
94,189,2
250,408,1
91,178,2
332,109,3
67,179,2
337,214,3
192,392,1
157,14,2
32,218,3
100,240,3
261,258,1
101,215,2
76,176,2
167,156,1
243,53,3
304,50,3
182,360,1
226,218,2
235,352,1
200,184,1
102,74,2
266,81,3
129,183,1
199,137,1
162,78,2
31,272,3
165,111,1
81,125,2
254,231,2
76,173,2
70,203,3
120,210,2
97,279,3
172,55,2
354,232,3
139,55,2
188,106,1
182,49,2
95,174,2
346,208,3
161,334,1
335,249,3
171,151,1
258,199,1
142,347,1
64,278,3
293,87,3
259,397,1
165,302,1
253,47,3
283,134,3
312,85,3
190,260,2
234,146,1
99,165,1
119,115,1
168,21,2
269,250,1
143,35,2
313,232,3
46,233,3
243,380,1
188,40,2
287,102,3
283,41,3
174,272,2
349,169,3
258,97,3
70,226,3
244,123,1
102,231,2
80,68,2
206,313,1
140,235,2
293,279,1
264,214,1
246,222,2
97,78,2
292,258,1
119,47,2
145,224,2
261,252,1
250,285,1
74,93,2
143,148,1
49,106,2
198,283,2
171,41,2
68,260,3
56,190,3
286,183,3
98,39,2
85,194,2
319,120,3
168,341,1
87,347,3
219,136,1
224,409,1
335,128,3
101,37,2
137,321,1
303,200,3
130,149,1
85,330,3
243,125,1
39,195,3
296,324,1
52,228,3
137,330,1
108,143,1
73,252,3
71,96,2
173,25,2
69,211,3
207,340,1
165,227,2
176,368,1
296,37,3
123,124,1
265,400,1
161,64,2
281,194,1
53,264,3
290,322,1
223,186,1
100,310,3
142,49,2
356,235,3
219,185,1
102,213,2
80,331,3
91,142,1
261,259,1
85,90,2
83,326,3
257,29,3
245,389,1
210,173,1
134,53,2
326,100,3
115,244,2
51,148,2
109,209,2
73,215,3
247,243,2
145,34,2
193,368,1
230,337,1
183,311,1
233,324,1
163,343,1
120,192,2
351,212,3
336,196,3
37,275,3
291,349,1
326,204,3
244,71,3
109,118,1
273,124,3
37,244,3
267,53,3
295,308,1
340,139,3
261,218,1
205,369,1
263,79,3
114,155,1
78,338,3
116,111,1
263,194,1
225,274,2
200,359,1
276,362,1
142,220,2
21,156,3
94,312,3
278,304,1
299,214,3
234,117,1
110,238,2
259,309,1
143,80,2
95,206,2
198,261,2
116,171,1
291,270,1
162,284,2
297,40,3
332,118,3
